SEX,GEO,TIME,AGE,UNIT,ISCED11,Value,FlagFootnotes
M,DK,2015,Y15-64,PC,ED0-2,29.1,
M,DK,2015,Y15-64,PC,ED3-8,70.9,
M,DK,2015,Y15-64,PC,ED3_4,44.8,
M,DK,2015,Y15-64,PC,ED5-8,26.1,
M,DE,2006,Y15-64,PC,ED0-2,22.3,
M,DE,2006,Y15-64,PC,ED3-8,77.7,
M,DE,2006,Y15-64,PC,ED3_4,54.7,
M,DE,2006,Y15-64,PC,ED5-8,23.0,
M,DE,2007,Y15-64,PC,ED0-2,21.5,
M,DE,2007,Y15-64,PC,ED3-8,78.5,
M,DE,2007,Y15-64,PC,ED3_4,55.4,
M,DE,2007,Y15-64,PC,ED5-8,23.1,
M,DE,2008,Y15-64,PC,ED0-2,20.5,
M,DE,2008,Y15-64,PC,ED3-8,79.5,
M,DE,2008,Y15-64,PC,ED3_4,55.4,
M,DE,2008,Y15-64,PC,ED5-8,24.1,
M,DE,2009,Y15-64,PC,ED0-2,20.3,
M,DE,2009,Y15-64,PC,ED3-8,79.7,
M,DE,2009,Y15-64,PC,ED3_4,55.0,
M,DE,2009,Y15-64,PC,ED5-8,24.8,
M,DE,2010,Y15-64,PC,ED0-2,19.4,b
M,DE,2010,Y15-64,PC,ED3-8,80.6,b
M,DE,2010,Y15-64,PC,ED3_4,55.4,b
M,DE,2010,Y15-64,PC,ED5-8,25.2,b
M,DE,2011,Y15-64,PC,ED0-2,16.4,
M,DE,2011,Y15-64,PC,ED3-8,83.6,
M,DE,2011,Y15-64,PC,ED3_4,57.2,
M,DE,2011,Y15-64,PC,ED5-8,26.4,
M,DE,2012,Y15-64,PC,ED0-2,16.3,
M,DE,2012,Y15-64,PC,ED3-8,83.7,
M,DE,2012,Y15-64,PC,ED3_4,57.0,
M,DE,2012,Y15-64,PC,ED5-8,26.7,
M,DE,2013,Y15-64,PC,ED0-2,16.2,
M,DE,2013,Y15-64,PC,ED3-8,83.8,
M,DE,2013,Y15-64,PC,ED3_4,56.9,
M,DE,2013,Y15-64,PC,ED5-8,26.8,
M,DE,2014,Y15-64,PC,ED0-2,18.6,b
M,DE,2014,Y15-64,PC,ED3-8,81.4,b
M,DE,2014,Y15-64,PC,ED3_4,55.6,b
M,DE,2014,Y15-64,PC,ED5-8,25.8,b
M,DE,2015,Y15-64,PC,ED0-2,18.9,
M,DE,2015,Y15-64,PC,ED3-8,81.1,
M,DE,2015,Y15-64,PC,ED3_4,54.9,
M,DE,2015,Y15-64,PC,ED5-8,26.2,
M,EE,2006,Y15-64,PC,ED0-2,24.3,
M,EE,2006,Y15-64,PC,ED3-8,75.7,
M,EE,2006,Y15-64,PC,ED3_4,54.2,
M,EE,2006,Y15-64,PC,ED5-8,21.6,
M,EE,2007,Y15-64,PC,ED0-2,23.3,
M,EE,2007,Y15-64,PC,ED3-8,76.7,
M,EE,2007,Y15-64,PC,ED3_4,55.6,
M,EE,2007,Y15-64,PC,ED5-8,21.1,
M,EE,2008,Y15-64,PC,ED0-2,23.1,
M,EE,2008,Y15-64,PC,ED3-8,76.9,
M,EE,2008,Y15-64,PC,ED3_4,55.5,
M,EE,2008,Y15-64,PC,ED5-8,21.4,
M,EE,2009,Y15-64,PC,ED0-2,22.4,
M,EE,2009,Y15-64,PC,ED3-8,77.6,
M,EE,2009,Y15-64,PC,ED3_4,55.9,
M,EE,2009,Y15-64,PC,ED5-8,21.8,
M,EE,2010,Y15-64,PC,ED0-2,21.5,
M,EE,2010,Y15-64,PC,ED3-8,78.5,
M,EE,2010,Y15-64,PC,ED3_4,56.5,
M,EE,2010,Y15-64,PC,ED5-8,22.0,
M,EE,2011,Y15-64,PC,ED0-2,20.6,
M,EE,2011,Y15-64,PC,ED3-8,79.4,
M,EE,2011,Y15-64,PC,ED3_4,56.0,
M,EE,2011,Y15-64,PC,ED5-8,23.5,
M,EE,2012,Y15-64,PC,ED0-2,19.9,
M,EE,2012,Y15-64,PC,ED3-8,80.1,
M,EE,2012,Y15-64,PC,ED3_4,55.9,
M,EE,2012,Y15-64,PC,ED5-8,24.2,
M,EE,2013,Y15-64,PC,ED0-2,19.2,
M,EE,2013,Y15-64,PC,ED3-8,80.8,
M,EE,2013,Y15-64,PC,ED3_4,56.8,
M,EE,2013,Y15-64,PC,ED5-8,24.0,
M,EE,2014,Y15-64,PC,ED0-2,18.3,b
M,EE,2014,Y15-64,PC,ED3-8,81.7,b
M,EE,2014,Y15-64,PC,ED3_4,57.4,b
M,EE,2014,Y15-64,PC,ED5-8,24.3,b
M,EE,2015,Y15-64,PC,ED0-2,17.5,
M,EE,2015,Y15-64,PC,ED3-8,82.5,
M,EE,2015,Y15-64,PC,ED3_4,57.7,
M,EE,2015,Y15-64,PC,ED5-8,24.8,
M,IE,2006,Y15-64,PC,ED0-2,38.4,
M,IE,2006,Y15-64,PC,ED3-8,61.6,
M,IE,2006,Y15-64,PC,ED3_4,36.6,
M,IE,2006,Y15-64,PC,ED5-8,25.0,
M,IE,2007,Y15-64,PC,ED0-2,37.2,b
M,IE,2007,Y15-64,PC,ED3-8,62.8,b
M,IE,2007,Y15-64,PC,ED3_4,36.8,b
M,IE,2007,Y15-64,PC,ED5-8,26.0,b
M,IE,2008,Y15-64,PC,ED0-2,35.7,
M,IE,2008,Y15-64,PC,ED3-8,64.3,
M,IE,2008,Y15-64,PC,ED3_4,37.1,
M,IE,2008,Y15-64,PC,ED5-8,27.2,
M,IE,2009,Y15-64,PC,ED0-2,34.6,b
M,IE,2009,Y15-64,PC,ED3-8,65.4,b
M,IE,2009,Y15-64,PC,ED3_4,36.9,b
M,IE,2009,Y15-64,PC,ED5-8,28.5,b
M,IE,2010,Y15-64,PC,ED0-2,33.3,
M,IE,2010,Y15-64,PC,ED3-8,66.7,
M,IE,2010,Y15-64,PC,ED3_4,37.1,
M,IE,2010,Y15-64,PC,ED5-8,29.6,
M,IE,2011,Y15-64,PC,ED0-2,32.5,
M,IE,2011,Y15-64,PC,ED3-8,67.5,
M,IE,2011,Y15-64,PC,ED3_4,37.4,
M,IE,2011,Y15-64,PC,ED5-8,30.1,
M,IE,2012,Y15-64,PC,ED0-2,31.5,
M,IE,2012,Y15-64,PC,ED3-8,68.5,
M,IE,2012,Y15-64,PC,ED3_4,37.2,
M,IE,2012,Y15-64,PC,ED5-8,31.3,
M,IE,2013,Y15-64,PC,ED0-2,29.9,
M,IE,2013,Y15-64,PC,ED3-8,70.1,
M,IE,2013,Y15-64,PC,ED3_4,37.5,
M,IE,2013,Y15-64,PC,ED5-8,32.6,
M,IE,2014,Y15-64,PC,ED0-2,28.5,b
M,IE,2014,Y15-64,PC,ED3-8,71.5,b
M,IE,2014,Y15-64,PC,ED3_4,39.2,b
M,IE,2014,Y15-64,PC,ED5-8,32.3,b
M,IE,2015,Y15-64,PC,ED0-2,27.6,
M,IE,2015,Y15-64,PC,ED3-8,72.4,
M,IE,2015,Y15-64,PC,ED3_4,38.8,
M,IE,2015,Y15-64,PC,ED5-8,33.7,
M,EL,2006,Y15-64,PC,ED0-2,42.7,
M,EL,2006,Y15-64,PC,ED3-8,57.3,
M,EL,2006,Y15-64,PC,ED3_4,38.3,
M,EL,2006,Y15-64,PC,ED5-8,18.9,
M,EL,2007,Y15-64,PC,ED0-2,42.2,
M,EL,2007,Y15-64,PC,ED3-8,57.8,
M,EL,2007,Y15-64,PC,ED3_4,38.4,
M,EL,2007,Y15-64,PC,ED5-8,19.5,
M,EL,2008,Y15-64,PC,ED0-2,41.2,
M,EL,2008,Y15-64,PC,ED3-8,58.8,
M,EL,2008,Y15-64,PC,ED3_4,39.1,
M,EL,2008,Y15-64,PC,ED5-8,19.7,
M,EL,2009,Y15-64,PC,ED0-2,41.4,b
M,EL,2009,Y15-64,PC,ED3-8,58.6,b
M,EL,2009,Y15-64,PC,ED3_4,39.0,b
M,EL,2009,Y15-64,PC,ED5-8,19.6,b
M,EL,2010,Y15-64,PC,ED0-2,40.5,
M,EL,2010,Y15-64,PC,ED3-8,59.5,
M,EL,2010,Y15-64,PC,ED3_4,39.1,
M,EL,2010,Y15-64,PC,ED5-8,20.4,
M,EL,2011,Y15-64,PC,ED0-2,39.1,
M,EL,2011,Y15-64,PC,ED3-8,60.9,
M,EL,2011,Y15-64,PC,ED3_4,39.2,
M,EL,2011,Y15-64,PC,ED5-8,21.7,
M,EL,2012,Y15-64,PC,ED0-2,37.7,
M,EL,2012,Y15-64,PC,ED3-8,62.3,
M,EL,2012,Y15-64,PC,ED3_4,40.1,
M,EL,2012,Y15-64,PC,ED5-8,22.2,
M,EL,2013,Y15-64,PC,ED0-2,36.2,
M,EL,2013,Y15-64,PC,ED3-8,63.8,
M,EL,2013,Y15-64,PC,ED3_4,40.2,
M,EL,2013,Y15-64,PC,ED5-8,23.7,
M,EL,2014,Y15-64,PC,ED0-2,34.7,b
M,EL,2014,Y15-64,PC,ED3-8,65.3,b
M,EL,2014,Y15-64,PC,ED3_4,41.3,b
M,EL,2014,Y15-64,PC,ED5-8,24.0,b
M,EL,2015,Y15-64,PC,ED0-2,33.0,
M,EL,2015,Y15-64,PC,ED3-8,67.0,
M,EL,2015,Y15-64,PC,ED3_4,42.8,
M,EL,2015,Y15-64,PC,ED5-8,24.3,
M,ES,2006,Y15-64,PC,ED0-2,52.2,
M,ES,2006,Y15-64,PC,ED3-8,47.8,
M,ES,2006,Y15-64,PC,ED3_4,22.3,
M,ES,2006,Y15-64,PC,ED5-8,25.4,
M,ES,2007,Y15-64,PC,ED0-2,51.2,
M,ES,2007,Y15-64,PC,ED3-8,48.8,
M,ES,2007,Y15-64,PC,ED3_4,23.0,
M,ES,2007,Y15-64,PC,ED5-8,25.8,
M,ES,2008,Y15-64,PC,ED0-2,51.3,
M,ES,2008,Y15-64,PC,ED3-8,48.7,
M,ES,2008,Y15-64,PC,ED3_4,22.7,
M,ES,2008,Y15-64,PC,ED5-8,26.0,
M,ES,2009,Y15-64,PC,ED0-2,51.2,
M,ES,2009,Y15-64,PC,ED3-8,48.8,
M,ES,2009,Y15-64,PC,ED3_4,22.8,
M,ES,2009,Y15-64,PC,ED5-8,26.0,
M,ES,2010,Y15-64,PC,ED0-2,50.0,
M,ES,2010,Y15-64,PC,ED3-8,50.0,
M,ES,2010,Y15-64,PC,ED3_4,23.3,
M,ES,2010,Y15-64,PC,ED5-8,26.7,
M,ES,2011,Y15-64,PC,ED0-2,49.0,
M,ES,2011,Y15-64,PC,ED3-8,51.0,
M,ES,2011,Y15-64,PC,ED3_4,23.4,
M,ES,2011,Y15-64,PC,ED5-8,27.5,
M,ES,2012,Y15-64,PC,ED0-2,48.6,
M,ES,2012,Y15-64,PC,ED3-8,51.4,
M,ES,2012,Y15-64,PC,ED3_4,23.2,
M,ES,2012,Y15-64,PC,ED5-8,28.2,
M,ES,2013,Y15-64,PC,ED0-2,48.0,
M,ES,2013,Y15-64,PC,ED3-8,52.0,
M,ES,2013,Y15-64,PC,ED3_4,22.9,
M,ES,2013,Y15-64,PC,ED5-8,29.1,
M,ES,2014,Y15-64,PC,ED0-2,46.6,b
M,ES,2014,Y15-64,PC,ED3-8,53.4,b
M,ES,2014,Y15-64,PC,ED3_4,23.7,b
M,ES,2014,Y15-64,PC,ED5-8,29.7,b
M,ES,2015,Y15-64,PC,ED0-2,46.1,
M,ES,2015,Y15-64,PC,ED3-8,53.9,
M,ES,2015,Y15-64,PC,ED3_4,24.3,
M,ES,2015,Y15-64,PC,ED5-8,29.6,
M,FR,2006,Y15-64,PC,ED0-2,34.1,
M,FR,2006,Y15-64,PC,ED3-8,65.9,
M,FR,2006,Y15-64,PC,ED3_4,43.4,
M,FR,2006,Y15-64,PC,ED5-8,22.5,
M,FR,2007,Y15-64,PC,ED0-2,33.2,
M,FR,2007,Y15-64,PC,ED3-8,66.8,
M,FR,2007,Y15-64,PC,ED3_4,43.9,
M,FR,2007,Y15-64,PC,ED5-8,22.9,
M,FR,2008,Y15-64,PC,ED0-2,32.5,
M,FR,2008,Y15-64,PC,ED3-8,67.5,
M,FR,2008,Y15-64,PC,ED3_4,44.7,
M,FR,2008,Y15-64,PC,ED5-8,22.8,
M,FR,2009,Y15-64,PC,ED0-2,31.9,
M,FR,2009,Y15-64,PC,ED3-8,68.1,
M,FR,2009,Y15-64,PC,ED3_4,44.1,
M,FR,2009,Y15-64,PC,ED5-8,23.9,
M,FR,2010,Y15-64,PC,ED0-2,31.4,
M,FR,2010,Y15-64,PC,ED3-8,68.6,
M,FR,2010,Y15-64,PC,ED3_4,44.1,
M,FR,2010,Y15-64,PC,ED5-8,24.4,
M,FR,2011,Y15-64,PC,ED0-2,30.8,
M,FR,2011,Y15-64,PC,ED3-8,69.2,
M,FR,2011,Y15-64,PC,ED3_4,44.2,
M,FR,2011,Y15-64,PC,ED5-8,25.0,
M,FR,2012,Y15-64,PC,ED0-2,30.2,
M,FR,2012,Y15-64,PC,ED3-8,69.8,
M,FR,2012,Y15-64,PC,ED3_4,43.9,
M,FR,2012,Y15-64,PC,ED5-8,25.9,
M,FR,2013,Y15-64,PC,ED0-2,27.6,b
M,FR,2013,Y15-64,PC,ED3-8,72.4,b
M,FR,2013,Y15-64,PC,ED3_4,45.6,b
M,FR,2013,Y15-64,PC,ED5-8,26.9,b
M,FR,2014,Y15-64,PC,ED0-2,26.1,b
M,FR,2014,Y15-64,PC,ED3-8,73.9,b
M,FR,2014,Y15-64,PC,ED3_4,46.5,b
M,FR,2014,Y15-64,PC,ED5-8,27.5,b
M,FR,2015,Y15-64,PC,ED0-2,25.8,
M,FR,2015,Y15-64,PC,ED3-8,74.2,
M,FR,2015,Y15-64,PC,ED3_4,46.2,
M,FR,2015,Y15-64,PC,ED5-8,28.0,
M,HR,2006,Y15-64,PC,ED0-2,23.9,
M,HR,2006,Y15-64,PC,ED3-8,76.1,
M,HR,2006,Y15-64,PC,ED3_4,63.6,
M,HR,2006,Y15-64,PC,ED5-8,12.5,
M,HR,2007,Y15-64,PC,ED0-2,22.7,
M,HR,2007,Y15-64,PC,ED3-8,77.3,
M,HR,2007,Y15-64,PC,ED3_4,64.5,
M,HR,2007,Y15-64,PC,ED5-8,12.8,
M,HR,2008,Y15-64,PC,ED0-2,22.6,
M,HR,2008,Y15-64,PC,ED3-8,77.4,
M,HR,2008,Y15-64,PC,ED3_4,64.9,
M,HR,2008,Y15-64,PC,ED5-8,12.5,
M,HR,2009,Y15-64,PC,ED0-2,22.2,
M,HR,2009,Y15-64,PC,ED3-8,77.8,
M,HR,2009,Y15-64,PC,ED3_4,65.2,
M,HR,2009,Y15-64,PC,ED5-8,12.6,
M,HR,2010,Y15-64,PC,ED0-2,22.1,b
M,HR,2010,Y15-64,PC,ED3-8,77.9,b
M,HR,2010,Y15-64,PC,ED3_4,63.7,b
M,HR,2010,Y15-64,PC,ED5-8,14.2,b
M,HR,2011,Y15-64,PC,ED0-2,21.3,
M,HR,2011,Y15-64,PC,ED3-8,78.7,
M,HR,2011,Y15-64,PC,ED3_4,64.7,
M,HR,2011,Y15-64,PC,ED5-8,14.0,
M,HR,2012,Y15-64,PC,ED0-2,20.3,
M,HR,2012,Y15-64,PC,ED3-8,79.7,
M,HR,2012,Y15-64,PC,ED3_4,65.5,
M,HR,2012,Y15-64,PC,ED5-8,14.2,
M,HR,2013,Y15-64,PC,ED0-2,20.0,
M,HR,2013,Y15-64,PC,ED3-8,80.0,
M,HR,2013,Y15-64,PC,ED3_4,64.9,
M,HR,2013,Y15-64,PC,ED5-8,15.1,
M,HR,2014,Y15-64,PC,ED0-2,18.5,b
M,HR,2014,Y15-64,PC,ED3-8,81.5,b
M,HR,2014,Y15-64,PC,ED3_4,65.0,b
M,HR,2014,Y15-64,PC,ED5-8,16.6,b
M,HR,2015,Y15-64,PC,ED0-2,17.7,
M,HR,2015,Y15-64,PC,ED3-8,82.3,
M,HR,2015,Y15-64,PC,ED3_4,65.3,
M,HR,2015,Y15-64,PC,ED5-8,17.0,
M,IT,2006,Y15-64,PC,ED0-2,50.4,
M,IT,2006,Y15-64,PC,ED3-8,49.6,
M,IT,2006,Y15-64,PC,ED3_4,39.1,
M,IT,2006,Y15-64,PC,ED5-8,10.5,
M,IT,2007,Y15-64,PC,ED0-2,49.7,
M,IT,2007,Y15-64,PC,ED3-8,50.3,
M,IT,2007,Y15-64,PC,ED3_4,39.4,
M,IT,2007,Y15-64,PC,ED5-8,10.9,
M,IT,2008,Y15-64,PC,ED0-2,49.1,
M,IT,2008,Y15-64,PC,ED3-8,50.9,
M,IT,2008,Y15-64,PC,ED3_4,39.6,
M,IT,2008,Y15-64,PC,ED5-8,11.3,
M,IT,2009,Y15-64,PC,ED0-2,48.2,
M,IT,2009,Y15-64,PC,ED3-8,51.8,
M,IT,2009,Y15-64,PC,ED3_4,40.5,
M,IT,2009,Y15-64,PC,ED5-8,11.3,
M,IT,2010,Y15-64,PC,ED0-2,47.4,
M,IT,2010,Y15-64,PC,ED3-8,52.6,
M,IT,2010,Y15-64,PC,ED3_4,41.0,
M,IT,2010,Y15-64,PC,ED5-8,11.5,
M,IT,2011,Y15-64,PC,ED0-2,47.0,
M,IT,2011,Y15-64,PC,ED3-8,53.0,
M,IT,2011,Y15-64,PC,ED3_4,41.4,
M,IT,2011,Y15-64,PC,ED5-8,11.7,
M,IT,2012,Y15-64,PC,ED0-2,46.0,
M,IT,2012,Y15-64,PC,ED3-8,54.0,
M,IT,2012,Y15-64,PC,ED3_4,41.8,
M,IT,2012,Y15-64,PC,ED5-8,12.1,
M,IT,2013,Y15-64,PC,ED0-2,45.2,
M,IT,2013,Y15-64,PC,ED3-8,54.8,
M,IT,2013,Y15-64,PC,ED3_4,42.2,
M,IT,2013,Y15-64,PC,ED5-8,12.6,
M,IT,2014,Y15-64,PC,ED0-2,44.2,b
M,IT,2014,Y15-64,PC,ED3-8,55.8,b
M,IT,2014,Y15-64,PC,ED3_4,42.8,b
M,IT,2014,Y15-64,PC,ED5-8,13.0,b
M,IT,2015,Y15-64,PC,ED0-2,43.9,
M,IT,2015,Y15-64,PC,ED3-8,56.1,
M,IT,2015,Y15-64,PC,ED3_4,42.8,
M,IT,2015,Y15-64,PC,ED5-8,13.3,
M,CY,2006,Y15-64,PC,ED0-2,33.6,
M,CY,2006,Y15-64,PC,ED3-8,66.4,
M,CY,2006,Y15-64,PC,ED3_4,40.3,
M,CY,2006,Y15-64,PC,ED5-8,26.0,
M,CY,2007,Y15-64,PC,ED0-2,31.3,
M,CY,2007,Y15-64,PC,ED3-8,68.7,
M,CY,2007,Y15-64,PC,ED3_4,40.8,
M,CY,2007,Y15-64,PC,ED5-8,27.9,
M,CY,2008,Y15-64,PC,ED0-2,30.1,
M,CY,2008,Y15-64,PC,ED3-8,69.9,
M,CY,2008,Y15-64,PC,ED3_4,41.0,
M,CY,2008,Y15-64,PC,ED5-8,29.0,
M,CY,2009,Y15-64,PC,ED0-2,31.0,b
M,CY,2009,Y15-64,PC,ED3-8,69.0,b
M,CY,2009,Y15-64,PC,ED3_4,40.8,b
M,CY,2009,Y15-64,PC,ED5-8,28.2,b
M,CY,2010,Y15-64,PC,ED0-2,29.7,
M,CY,2010,Y15-64,PC,ED3-8,70.3,
M,CY,2010,Y15-64,PC,ED3_4,40.6,
M,CY,2010,Y15-64,PC,ED5-8,29.6,
M,CY,2011,Y15-64,PC,ED0-2,29.2,
M,CY,2011,Y15-64,PC,ED3-8,70.8,
M,CY,2011,Y15-64,PC,ED3_4,40.6,
M,CY,2011,Y15-64,PC,ED5-8,30.2,
M,CY,2012,Y15-64,PC,ED0-2,26.4,
M,CY,2012,Y15-64,PC,ED3-8,73.6,
M,CY,2012,Y15-64,PC,ED3_4,41.4,
M,CY,2012,Y15-64,PC,ED5-8,32.2,
M,CY,2013,Y15-64,PC,ED0-2,25.9,
M,CY,2013,Y15-64,PC,ED3-8,74.1,
M,CY,2013,Y15-64,PC,ED3_4,42.1,
M,CY,2013,Y15-64,PC,ED5-8,32.0,
M,CY,2014,Y15-64,PC,ED0-2,26.9,b
M,CY,2014,Y15-64,PC,ED3-8,73.1,b
M,CY,2014,Y15-64,PC,ED3_4,41.1,b
M,CY,2014,Y15-64,PC,ED5-8,32.1,b
M,CY,2015,Y15-64,PC,ED0-2,26.6,
M,CY,2015,Y15-64,PC,ED3-8,73.4,
M,CY,2015,Y15-64,PC,ED3_4,41.7,
M,CY,2015,Y15-64,PC,ED5-8,31.8,
M,LV,2006,Y15-64,PC,ED0-2,29.1,
M,LV,2006,Y15-64,PC,ED3-8,70.9,
M,LV,2006,Y15-64,PC,ED3_4,57.7,
M,LV,2006,Y15-64,PC,ED5-8,13.2,
M,LV,2007,Y15-64,PC,ED0-2,28.0,
M,LV,2007,Y15-64,PC,ED3-8,72.0,
M,LV,2007,Y15-64,PC,ED3_4,57.5,
M,LV,2007,Y15-64,PC,ED5-8,14.4,
M,LV,2008,Y15-64,PC,ED0-2,26.8,
M,LV,2008,Y15-64,PC,ED3-8,73.2,
M,LV,2008,Y15-64,PC,ED3_4,57.9,
M,LV,2008,Y15-64,PC,ED5-8,15.3,
M,LV,2009,Y15-64,PC,ED0-2,25.4,
M,LV,2009,Y15-64,PC,ED3-8,74.6,
M,LV,2009,Y15-64,PC,ED3_4,59.1,
M,LV,2009,Y15-64,PC,ED5-8,15.6,
M,LV,2010,Y15-64,PC,ED0-2,23.5,
M,LV,2010,Y15-64,PC,ED3-8,76.5,
M,LV,2010,Y15-64,PC,ED3_4,59.8,
M,LV,2010,Y15-64,PC,ED5-8,16.7,
M,LV,2011,Y15-64,PC,ED0-2,23.7,
M,LV,2011,Y15-64,PC,ED3-8,76.3,
M,LV,2011,Y15-64,PC,ED3_4,59.4,
M,LV,2011,Y15-64,PC,ED5-8,17.0,
M,LV,2012,Y15-64,PC,ED0-2,21.5,
M,LV,2012,Y15-64,PC,ED3-8,78.5,
M,LV,2012,Y15-64,PC,ED3_4,60.5,
M,LV,2012,Y15-64,PC,ED5-8,18.0,
M,LV,2013,Y15-64,PC,ED0-2,20.5,
M,LV,2013,Y15-64,PC,ED3-8,79.5,
M,LV,2013,Y15-64,PC,ED3_4,59.9,
M,LV,2013,Y15-64,PC,ED5-8,19.6,
M,LV,2014,Y15-64,PC,ED0-2,20.0,b
M,LV,2014,Y15-64,PC,ED3-8,80.0,b
M,LV,2014,Y15-64,PC,ED3_4,60.7,b
M,LV,2014,Y15-64,PC,ED5-8,19.3,b
M,LV,2015,Y15-64,PC,ED0-2,19.1,
M,LV,2015,Y15-64,PC,ED3-8,80.9,
M,LV,2015,Y15-64,PC,ED3_4,61.4,
M,LV,2015,Y15-64,PC,ED5-8,19.5,
M,LT,2006,Y15-64,PC,ED0-2,22.8,
M,LT,2006,Y15-64,PC,ED3-8,77.2,
M,LT,2006,Y15-64,PC,ED3_4,59.0,
M,LT,2006,Y15-64,PC,ED5-8,18.2,
M,LT,2007,Y15-64,PC,ED0-2,22.1,
M,LT,2007,Y15-64,PC,ED3-8,77.9,
M,LT,2007,Y15-64,PC,ED3_4,58.3,
M,LT,2007,Y15-64,PC,ED5-8,19.7,
M,LT,2008,Y15-64,PC,ED0-2,20.6,
M,LT,2008,Y15-64,PC,ED3-8,79.4,
M,LT,2008,Y15-64,PC,ED3_4,58.7,
M,LT,2008,Y15-64,PC,ED5-8,20.7,
M,LT,2009,Y15-64,PC,ED0-2,20.2,
M,LT,2009,Y15-64,PC,ED3-8,79.8,
M,LT,2009,Y15-64,PC,ED3_4,59.2,
M,LT,2009,Y15-64,PC,ED5-8,20.6,
M,LT,2010,Y15-64,PC,ED0-2,18.9,
M,LT,2010,Y15-64,PC,ED3-8,81.1,
M,LT,2010,Y15-64,PC,ED3_4,60.0,
M,LT,2010,Y15-64,PC,ED5-8,21.1,
M,LT,2011,Y15-64,PC,ED0-2,17.5,
M,LT,2011,Y15-64,PC,ED3-8,82.5,
M,LT,2011,Y15-64,PC,ED3_4,60.3,
M,LT,2011,Y15-64,PC,ED5-8,22.2,
M,LT,2012,Y15-64,PC,ED0-2,16.8,
M,LT,2012,Y15-64,PC,ED3-8,83.2,
M,LT,2012,Y15-64,PC,ED3_4,60.7,
M,LT,2012,Y15-64,PC,ED5-8,22.4,
M,LT,2013,Y15-64,PC,ED0-2,16.1,
M,LT,2013,Y15-64,PC,ED3-8,83.9,
M,LT,2013,Y15-64,PC,ED3_4,60.2,
M,LT,2013,Y15-64,PC,ED5-8,23.7,
M,LT,2014,Y15-64,PC,ED0-2,16.1,b
M,LT,2014,Y15-64,PC,ED3-8,83.9,b
M,LT,2014,Y15-64,PC,ED3_4,58.3,b
M,LT,2014,Y15-64,PC,ED5-8,25.6,b
M,LT,2015,Y15-64,PC,ED0-2,16.0,
M,LT,2015,Y15-64,PC,ED3-8,84.0,
M,LT,2015,Y15-64,PC,ED3_4,57.6,
M,LT,2015,Y15-64,PC,ED5-8,26.4,
M,LU,2006,Y15-64,PC,ED0-2,37.1,
M,LU,2006,Y15-64,PC,ED3-8,62.9,
M,LU,2006,Y15-64,PC,ED3_4,41.2,
M,LU,2006,Y15-64,PC,ED5-8,21.7,
M,LU,2007,Y15-64,PC,ED0-2,36.5,b
M,LU,2007,Y15-64,PC,ED3-8,63.5,b
M,LU,2007,Y15-64,PC,ED3_4,39.9,b
M,LU,2007,Y15-64,PC,ED5-8,23.6,b
M,LU,2008,Y15-64,PC,ED0-2,34.4,
M,LU,2008,Y15-64,PC,ED3-8,65.6,
M,LU,2008,Y15-64,PC,ED3_4,40.6,
M,LU,2008,Y15-64,PC,ED5-8,25.0,
M,LU,2009,Y15-64,PC,ED0-2,26.2,b
M,LU,2009,Y15-64,PC,ED3-8,73.8,b
M,LU,2009,Y15-64,PC,ED3_4,41.5,b
M,LU,2009,Y15-64,PC,ED5-8,32.3,b
M,LU,2010,Y15-64,PC,ED0-2,26.8,
M,LU,2010,Y15-64,PC,ED3-8,73.2,
M,LU,2010,Y15-64,PC,ED3_4,40.1,
M,LU,2010,Y15-64,PC,ED5-8,33.0,
M,LU,2011,Y15-64,PC,ED0-2,27.7,
M,LU,2011,Y15-64,PC,ED3-8,72.3,
M,LU,2011,Y15-64,PC,ED3_4,38.9,
M,LU,2011,Y15-64,PC,ED5-8,33.4,
M,LU,2012,Y15-64,PC,ED0-2,27.3,
M,LU,2012,Y15-64,PC,ED3-8,72.7,
M,LU,2012,Y15-64,PC,ED3_4,37.3,
M,LU,2012,Y15-64,PC,ED5-8,35.4,
M,LU,2013,Y15-64,PC,ED0-2,25.7,
M,LU,2013,Y15-64,PC,ED3-8,74.3,
M,LU,2013,Y15-64,PC,ED3_4,38.5,
M,LU,2013,Y15-64,PC,ED5-8,35.8,
M,LU,2014,Y15-64,PC,ED0-2,23.1,b
M,LU,2014,Y15-64,PC,ED3-8,76.9,b
M,LU,2014,Y15-64,PC,ED3_4,35.8,b
M,LU,2014,Y15-64,PC,ED5-8,41.1,b
M,LU,2015,Y15-64,PC,ED0-2,30.5,b
M,LU,2015,Y15-64,PC,ED3-8,69.5,b
M,LU,2015,Y15-64,PC,ED3_4,34.5,b
M,LU,2015,Y15-64,PC,ED5-8,35.0,b
M,HU,2006,Y15-64,PC,ED0-2,24.7,
M,HU,2006,Y15-64,PC,ED3-8,75.3,
M,HU,2006,Y15-64,PC,ED3_4,61.7,
M,HU,2006,Y15-64,PC,ED5-8,13.6,
M,HU,2007,Y15-64,PC,ED0-2,23.8,
M,HU,2007,Y15-64,PC,ED3-8,76.2,
M,HU,2007,Y15-64,PC,ED3_4,62.4,
M,HU,2007,Y15-64,PC,ED5-8,13.8,
M,HU,2008,Y15-64,PC,ED0-2,23.4,
M,HU,2008,Y15-64,PC,ED3-8,76.6,
M,HU,2008,Y15-64,PC,ED3_4,62.0,
